,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Run Date,Account,Action,Symbol,Description,Type,Exchange Quantity,Exchange Currency,Currency,Price,Quantity,Exchange Rate,Commission,Fees,Accrued Interest,Amount,Settlement Date
09/30/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKOCT 17 25 $210 (100 SHS) (Margin),-GOOGL251017P210,PUT (GOOGL) ALPHABET INC CAP STKOCT 17 25 $210 (100 SHS),Margin,0,,USD,0.44,1,0,0.65,0.02,,-44.67,10/01/2025
09/30/2025,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKOCT 17 25 $220 (100 SHS) (Margin),-GOOGL251017P220,PUT (GOOGL) ALPHABET INC CAP STKOCT 17 25 $220 (100 SHS),Margin,0,,USD,1.05,-1,0,0.65,0.02,,104.33,10/01/2025
09/29/2025,Individual,EXPIRED PUT (NVDA) NVIDIA CORPORATION SEP 26 25 $165 as of Sep-26-2025 PUT (NVDA) NVIDIA CORPORATION SEP 26 25 $165 (100 SHS) (Margin),-NVDA250926P165,PUT (NVDA) NVIDIA CORPORATION SEP 26 25 $165 (100 SHS),Margin,0,,USD,,1,0,,,,0,
09/29/2025,Individual,EXPIRED PUT (NVDA) NVIDIA CORPORATION SEP 26 25 $155 as of Sep-26-2025 PUT (NVDA) NVIDIA CORPORATION SEP 26 25 $155 (100 SHS) (Margin),-NVDA250926P155,PUT (NVDA) NVIDIA CORPORATION SEP 26 25 $155 (100 SHS),Margin,0,,USD,,-1,0,,,,0,
09/29/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (AVGO) BROADCOM INC COM OCT 31 25 $285 (100 SHS) (Margin),-AVGO251031P285,PUT (AVGO) BROADCOM INC COM OCT 31 25 $285 (100 SHS),Margin,0,,USD,2.78,1,0,0.65,0.02,,-278.67,09/30/2025
09/29/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (AVGO) BROADCOM INC COM OCT 31 25 $295 (100 SHS) (Margin),-AVGO251031P295,PUT (AVGO) BROADCOM INC COM OCT 31 25 $295 (100 SHS),Margin,0,,USD,4.1,-1,0,0.65,0.02,,409.33,09/30/2025
09/29/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (AVGO) BROADCOM INC COM OCT 24 25 $285 (100 SHS) (Margin),-AVGO251024P285,PUT (AVGO) BROADCOM INC COM OCT 24 25 $285 (100 SHS),Margin,0,,USD,1.82,1,0,0.65,0.02,,-182.67,09/30/2025
09/29/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (AVGO) BROADCOM INC COM OCT 24 25 $295 (100 SHS) (Margin),-AVGO251024P295,PUT (AVGO) BROADCOM INC COM OCT 24 25 $295 (100 SHS),Margin,0,,USD,2.89,-1,0,0.65,0.02,,288.33,09/30/2025
09/29/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (AAPL) APPLE INC OCT 24 25 $225 (100 SHS) (Margin),-AAPL251024P225,PUT (AAPL) APPLE INC OCT 24 25 $225 (100 SHS),Margin,0,,USD,0.42,1,0,0.65,0.02,,-42.67,09/30/2025
09/29/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (AAPL) APPLE INC OCT 24 25 $235 (100 SHS) (Margin),-AAPL251024P235,PUT (AAPL) APPLE INC OCT 24 25 $235 (100 SHS),Margin,0,,USD,1,-1,0,0.65,0.02,,99.33,09/30/2025
09/29/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 03 25 $165 (100 SHS) (Margin),-NVDA251003P165,PUT (NVDA) NVIDIA CORPORATION OCT 03 25 $165 (100 SHS),Margin,0,,USD,0.13,1,0,,0.02,,-13.02,09/30/2025
09/29/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 03 25 $155 (100 SHS) (Margin),-NVDA251003P155,PUT (NVDA) NVIDIA CORPORATION OCT 03 25 $155 (100 SHS),Margin,0,,USD,0.05,-1,0,0.25,0.02,,4.73,09/30/2025
09/29/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $214 (100 SHS) (Margin),-IWM251017P214,PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $214 (100 SHS),Margin,0,,USD,0.19,1,0,,0.02,,-19.02,09/30/2025
09/29/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $205 (100 SHS) (Margin),-IWM251017P205,PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $205 (100 SHS),Margin,0,,USD,0.13,-1,0,0.65,0.02,,12.33,09/30/2025
09/29/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $217 (100 SHS) (Margin),-IWM251024P217,PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $217 (100 SHS),Margin,0,,USD,0.4,1,0,0.65,0.02,,-40.67,09/30/2025
09/29/2025,ROTH IRA,YOU BOUGHT OPENING TRANSACTION PUT (AAPL) APPLE INC OCT 24 25 $225 (100 SHS) (Margin),-AAPL251024P225,PUT (AAPL) APPLE INC OCT 24 25 $225 (100 SHS),Margin,0,,USD,0.43,1,0,0.65,0.02,,-43.67,09/30/2025
09/29/2025,ROTH IRA,YOU SOLD OPENING TRANSACTION PUT (AAPL) APPLE INC OCT 24 25 $235 (100 SHS) (Margin),-AAPL251024P235,PUT (AAPL) APPLE INC OCT 24 25 $235 (100 SHS),Margin,0,,USD,0.99,-1,0,0.65,0.02,,98.33,09/30/2025
09/29/2025,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $227 (100 SHS) (Margin),-IWM251024P227,PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $227 (100 SHS),Margin,0,,USD,1.06,-1,0,0.65,0.02,,105.33,09/30/2025
09/29/2025,ROTH IRA,YOU SOLD CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 10 25 $145 (100 SHS) (Margin),-NVDA251010P145,PUT (NVDA) NVIDIA CORPORATION OCT 10 25 $145 (100 SHS),Margin,0,,USD,0.11,-1,0,0.55,0.02,,10.43,09/30/2025
09/29/2025,ROTH IRA,YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 10 25 $155 (100 SHS) (Margin),-NVDA251010P155,PUT (NVDA) NVIDIA CORPORATION OCT 10 25 $155 (100 SHS),Margin,0,,USD,0.2,1,0,,0.02,,-20.02,09/30/2025
09/26/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (AVGO) BROADCOM INC COM OCT 17 25 $295 (100 SHS) (Margin),-AVGO251017P295,PUT (AVGO) BROADCOM INC COM OCT 17 25 $295 (100 SHS),Margin,0,,USD,1.94,-1,0,0.65,0.02,,193.33,09/29/2025
09/26/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (AVGO) BROADCOM INC COM OCT 17 25 $285 (100 SHS) (Margin),-AVGO251017P285,PUT (AVGO) BROADCOM INC COM OCT 17 25 $285 (100 SHS),Margin,0,,USD,1.2,1,0,0.65,0.02,,-120.67,09/29/2025
09/26/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (PLTR) PALANTIR SEP 26 25 $155 (100 SHS) (Margin),-PLTR250926P155,PUT (PLTR) PALANTIR SEP 26 25 $155 (100 SHS),Margin,0,,USD,0.08,-1,0,0.4,0.02,,7.58,09/29/2025
09/26/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR SEP 26 25 $165 (100 SHS) (Margin),-PLTR250926P165,PUT (PLTR) PALANTIR SEP 26 25 $165 (100 SHS),Margin,0,,USD,0.13,1,0,,0.02,,-13.02,09/29/2025
09/26/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (AVGO) BROADCOM INC COM SEP 26 25 $325 (100 SHS) (Margin),-AVGO250926P325,PUT (AVGO) BROADCOM INC COM SEP 26 25 $325 (100 SHS),Margin,0,,USD,0.05,2,0,,0.05,,-10.05,09/29/2025
09/26/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (AVGO) BROADCOM INC COM SEP 26 25 $315 (100 SHS) (Margin),-AVGO250926P315,PUT (AVGO) BROADCOM INC COM SEP 26 25 $315 (100 SHS),Margin,0,,USD,0.02,-2,0,0.2,0.05,,3.75,09/29/2025
09/26/2025,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 24 25 $155 (100 SHS) (Margin),-NVDA251024P155,PUT (NVDA) NVIDIA CORPORATION OCT 24 25 $155 (100 SHS),Margin,0,,USD,1.05,-1,0,0.65,0.02,,104.33,09/29/2025
09/26/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 24 25 $145 (100 SHS) (Margin),-NVDA251024P145,PUT (NVDA) NVIDIA CORPORATION OCT 24 25 $145 (100 SHS),Margin,0,,USD,0.5,1,0,0.65,0.02,,-50.67,09/29/2025
09/26/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (AAPL) APPLE INC OCT 17 25 $215 (100 SHS) (Margin),-AAPL251017P215,PUT (AAPL) APPLE INC OCT 17 25 $215 (100 SHS),Margin,0,,USD,0.19,1,0,,0.02,,-19.02,09/29/2025
09/26/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (AAPL) APPLE INC OCT 17 25 $205 (100 SHS) (Margin),-AAPL251017P205,PUT (AAPL) APPLE INC OCT 17 25 $205 (100 SHS),Margin,0,,USD,0.12,-1,0,0.6,0.02,,11.38,09/29/2025
09/25/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY OCT 24 25 $135 (100 SHS) (Margin),-MU251024P135,PUT (MU) MICRON TECHNOLOGY OCT 24 25 $135 (100 SHS),Margin,0,,USD,1.25,-1,0,0.65,0.02,,124.33,09/26/2025
09/25/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $210 (100 SHS) (Margin),-IWM251024P210,PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $210 (100 SHS),Margin,0,,USD,0.4,1,0,0.65,0.02,,-40.67,09/26/2025
09/25/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY OCT 24 25 $125 (100 SHS) (Margin),-MU251024P125,PUT (MU) MICRON TECHNOLOGY OCT 24 25 $125 (100 SHS),Margin,0,,USD,0.47,1,0,0.65,0.02,,-47.67,09/26/2025
09/25/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $220 (100 SHS) (Margin),-IWM251024P220,PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $220 (100 SHS),Margin,0,,USD,0.92,-1,0,0.65,0.02,,91.33,09/26/2025
09/25/2025,Rollover IRA,"YOU SOLD OPENING TRANSACTION PUT (MARA) MARA HOLDINGS, INC. OCT 31 25 $14 (100 SHS) (Cash)",-MARA251031P14,"PUT (MARA) MARA HOLDINGS, INC. OCT 31 25 $14 (100 SHS)",Cash,0,,USD,0.52,-1,0,0.65,0.02,,51.33,09/26/2025
09/25/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKOCT 17 25 $225 (100 SHS) (Margin),-GOOGL251017P225,PUT (GOOGL) ALPHABET INC CAP STKOCT 17 25 $225 (100 SHS),Margin,0,,USD,1.33,-1,0,0.65,0.02,,132.33,09/26/2025
09/25/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKOCT 17 25 $215 (100 SHS) (Margin),-GOOGL251017P215,PUT (GOOGL) ALPHABET INC CAP STKOCT 17 25 $215 (100 SHS),Margin,0,,USD,0.58,1,0,0.65,0.02,,-58.67,09/26/2025
09/25/2025,ROTH IRA,YOU SOLD CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 03 25 $145 (100 SHS) (Margin),-NVDA251003P145,PUT (NVDA) NVIDIA CORPORATION OCT 03 25 $145 (100 SHS),Margin,0,,USD,0.08,-2,0,0.8,0.05,,15.15,09/26/2025
09/25/2025,ROTH IRA,YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 03 25 $155 (100 SHS) (Margin),-NVDA251003P155,PUT (NVDA) NVIDIA CORPORATION OCT 03 25 $155 (100 SHS),Margin,0,,USD,0.16,2,0,,0.05,,-32.05,09/26/2025
09/25/2025,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 10 25 $140 (100 SHS) (Margin),-NVDA251010P140,PUT (NVDA) NVIDIA CORPORATION OCT 10 25 $140 (100 SHS),Margin,0,,USD,0.15,-1,0,0.65,0.02,,14.33,09/26/2025
09/25/2025,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 10 25 $150 (100 SHS) (Margin),-NVDA251010P150,PUT (NVDA) NVIDIA CORPORATION OCT 10 25 $150 (100 SHS),Margin,0,,USD,0.26,1,0,,0.02,,-26.02,09/26/2025
09/24/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (LRCX) LAM RESEARCH CORP OCT 17 25 $114 (100 SHS) (Margin),-LRCX251017P114,PUT (LRCX) LAM RESEARCH CORP OCT 17 25 $114 (100 SHS),Margin,0,,USD,1.02,-1,0,0.65,0.02,,101.33,09/25/2025
09/24/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY OCT 24 25 $140 (100 SHS) (Margin),-MU251024P140,PUT (MU) MICRON TECHNOLOGY OCT 24 25 $140 (100 SHS),Margin,0,,USD,1.53,-1,0,0.65,0.02,,152.33,09/25/2025
09/24/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY OCT 24 25 $130 (100 SHS) (Margin),-MU251024P130,PUT (MU) MICRON TECHNOLOGY OCT 24 25 $130 (100 SHS),Margin,0,,USD,0.64,1,0,0.65,0.02,,-64.67,09/25/2025
09/24/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (HIMS) HIMS &HERS HEALTH OCT 24 25 $43 (100 SHS) (Margin),-HIMS251024P43,PUT (HIMS) HIMS &HERS HEALTH OCT 24 25 $43 (100 SHS),Margin,0,,USD,1.32,-1,0,0.65,0.02,,131.33,09/25/2025
09/24/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (HIMS) HIMS &HERS HEALTH OCT 24 25 $35 (100 SHS) (Margin),-HIMS251024P35,PUT (HIMS) HIMS &HERS HEALTH OCT 24 25 $35 (100 SHS),Margin,0,,USD,0.37,1,0,0.65,0.02,,-37.67,09/25/2025
09/24/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (LRCX) LAM RESEARCH CORP OCT 17 25 $105 (100 SHS) (Margin),-LRCX251017P105,PUT (LRCX) LAM RESEARCH CORP OCT 17 25 $105 (100 SHS),Margin,0,,USD,0.37,1,0,0.65,0.02,,-37.67,09/25/2025
09/24/2025,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY OCT 24 25 $138 (100 SHS) (Margin),-MU251024P138,PUT (MU) MICRON TECHNOLOGY OCT 24 25 $138 (100 SHS),Margin,0,,USD,1.53,-1,0,0.65,0.02,,152.33,09/25/2025
09/24/2025,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR OCT 24 25 $152.5 (100 SHS) (Margin),-PLTR251024P152.5,PUT (PLTR) PALANTIR OCT 24 25 $152.5 (100 SHS),Margin,0,,USD,2.01,-1,0,0.65,0.02,,200.33,09/25/2025
09/24/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY OCT 17 25 $130 (100 SHS) (Margin),-MU251017P130,PUT (MU) MICRON TECHNOLOGY OCT 17 25 $130 (100 SHS),Margin,0,,USD,0.33,1,0,0.65,0.02,,-33.67,09/25/2025
09/24/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (PLTR) PALANTIR OCT 24 25 $142 (100 SHS) (Margin),-PLTR251024P142,PUT (PLTR) PALANTIR OCT 24 25 $142 (100 SHS),Margin,0,,USD,1.14,1,0,0.65,0.02,,-114.67,09/25/2025
09/24/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY OCT 17 25 $140 (100 SHS) (Margin),-MU251017P140,PUT (MU) MICRON TECHNOLOGY OCT 17 25 $140 (100 SHS),Margin,0,,USD,1.01,-1,0,0.65,0.02,,100.33,09/25/2025
09/24/2025,ROTH IRA,YOU SOLD OPENING TRANSACTION PUT (HIMS) HIMS &HERS HEALTH OCT 17 25 $42 (100 SHS) (Margin),-HIMS251017P42,PUT (HIMS) HIMS &HERS HEALTH OCT 17 25 $42 (100 SHS),Margin,0,,USD,0.78,-1,0,0.65,0.02,,77.33,09/25/2025
09/24/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY OCT 24 25 $128 (100 SHS) (Margin),-MU251024P128,PUT (MU) MICRON TECHNOLOGY OCT 24 25 $128 (100 SHS),Margin,0,,USD,0.63,1,0,0.65,0.02,,-63.67,09/25/2025
09/24/2025,ROTH IRA,YOU BOUGHT OPENING TRANSACTION PUT (HIMS) HIMS &HERS HEALTH OCT 17 25 $32 (100 SHS) (Margin),-HIMS251017P32,PUT (HIMS) HIMS &HERS HEALTH OCT 17 25 $32 (100 SHS),Margin,0,,USD,0.13,1,0,0.65,0.02,,-13.67,09/25/2025
09/23/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 31 25 $220 (100 SHS) (Margin),-IWM251031P220,PUT (IWM) ISHARES RUSSELL 2000OCT 31 25 $220 (100 SHS),Margin,0,,USD,0.82,1,0,0.65,0.02,,-82.67,09/24/2025
09/23/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 31 25 $150 (100 SHS) (Margin),-NVDA251031P150,PUT (NVDA) NVIDIA CORPORATION OCT 31 25 $150 (100 SHS),Margin,0,,USD,0.98,1,0,0.65,0.02,,-98.67,09/24/2025
09/23/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 31 25 $160 (100 SHS) (Margin),-NVDA251031P160,PUT (NVDA) NVIDIA CORPORATION OCT 31 25 $160 (100 SHS),Margin,0,,USD,2.1,-1,0,0.65,0.02,,209.33,09/24/2025
09/23/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 31 25 $229 (100 SHS) (Margin),-IWM251031P229,PUT (IWM) ISHARES RUSSELL 2000OCT 31 25 $229 (100 SHS),Margin,0,,USD,1.66,-1,0,0.65,0.02,,165.33,09/24/2025
09/23/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (PLTR) PALANTIR OCT 03 25 $130 (100 SHS) (Margin),-PLTR251003P130,PUT (PLTR) PALANTIR OCT 03 25 $130 (100 SHS),Margin,0,,USD,0.12,-1,0,0.6,0.02,,11.38,09/24/2025
09/23/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR OCT 03 25 $139 (100 SHS) (Margin),-PLTR251003P139,PUT (PLTR) PALANTIR OCT 03 25 $139 (100 SHS),Margin,0,,USD,0.2,1,0,,0.02,,-20.02,09/24/2025
09/23/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $227 (100 SHS) (Margin),-IWM251017P227,PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $227 (100 SHS),Margin,0,,USD,0.69,1,0,0.65,0.02,,-69.67,09/24/2025
09/23/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $210 (100 SHS) (Margin),-IWM251024P210,PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $210 (100 SHS),Margin,0,,USD,0.28,1,0,0.65,0.02,,-28.67,09/24/2025
09/23/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $200 (100 SHS) (Margin),-IWM251017P200,PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $200 (100 SHS),Margin,0,,USD,0.13,-1,0,0.65,0.02,,12.33,09/24/2025
09/23/2025,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $220 (100 SHS) (Margin),-IWM251024P220,PUT (IWM) ISHARES RUSSELL 2000OCT 24 25 $220 (100 SHS),Margin,0,,USD,0.57,-1,0,0.65,0.02,,56.33,09/24/2025
09/23/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $210 (100 SHS) (Margin),-IWM251017P210,PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $210 (100 SHS),Margin,0,,USD,0.19,1,0,,0.02,,-19.02,09/24/2025
09/23/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $217 (100 SHS) (Margin),-IWM251017P217,PUT (IWM) ISHARES RUSSELL 2000OCT 17 25 $217 (100 SHS),Margin,0,,USD,0.3,-1,0,0.65,0.02,,29.33,09/24/2025
09/23/2025,ROTH IRA,YOU SOLD OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 31 25 $220 (100 SHS) (Margin),-IWM251031P220,PUT (IWM) ISHARES RUSSELL 2000OCT 31 25 $220 (100 SHS),Margin,0,,USD,0.87,-1,0,0.65,0.02,,86.33,09/24/2025
09/23/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (SHOP) SHOPIFY INC COM NPV OCT 17 25 $125 (100 SHS) (Margin),-SHOP251017P125,PUT (SHOP) SHOPIFY INC COM NPV OCT 17 25 $125 (100 SHS),Margin,0,,USD,0.48,1,0,0.65,0.02,,-48.67,09/24/2025
09/23/2025,ROTH IRA,YOU BOUGHT OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000OCT 31 25 $210 (100 SHS) (Margin),-IWM251031P210,PUT (IWM) ISHARES RUSSELL 2000OCT 31 25 $210 (100 SHS),Margin,0,,USD,0.44,1,0,0.65,0.02,,-44.67,09/24/2025
09/23/2025,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR OCT 03 25 $135 (100 SHS) (Margin),-PLTR251003P135,PUT (PLTR) PALANTIR OCT 03 25 $135 (100 SHS),Margin,0,,USD,0.15,1,0,,0.02,,-15.02,09/24/2025
09/23/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (SHOP) SHOPIFY INC COM NPV OCT 17 25 $120 (100 SHS) (Margin),-SHOP251017P120,PUT (SHOP) SHOPIFY INC COM NPV OCT 17 25 $120 (100 SHS),Margin,0,,USD,0.25,1,0,0.65,0.02,,-25.67,09/24/2025
09/23/2025,ROTH IRA,YOU SOLD CLOSING TRANSACTION PUT (PLTR) PALANTIR OCT 10 25 $125 (100 SHS) (Margin),-PLTR251010P125,PUT (PLTR) PALANTIR OCT 10 25 $125 (100 SHS),Margin,0,,USD,0.2,-1,0,0.65,0.02,,19.33,09/24/2025
09/23/2025,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (PLTR) PALANTIR OCT 03 25 $125 (100 SHS) (Margin),-PLTR251003P125,PUT (PLTR) PALANTIR OCT 03 25 $125 (100 SHS),Margin,0,,USD,0.09,-1,0,0.45,0.02,,8.53,09/24/2025
09/23/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (SHOP) SHOPIFY INC COM NPV OCT 17 25 $135 (100 SHS) (Margin),-SHOP251017P135,PUT (SHOP) SHOPIFY INC COM NPV OCT 17 25 $135 (100 SHS),Margin,0,,USD,1.39,-1,0,0.65,0.02,,138.33,09/24/2025
