,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Run Date,Account,Action,Symbol,Description,Type,Exchange Quantity,Exchange Currency,Currency,Price,Quantity,Exchange Rate,Commission,Fees,Accrued Interest,Amount,Settlement Date
03/31/2026,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (GS) GOLDMAN SACHS GROUP APR 10 26 $845 (100 SHS) (Margin),-GS260410P845,PUT (GS) GOLDMAN SACHS GROUP APR 10 26 $845 (100 SHS),Margin,0,,USD,33.78,1,0,0.65,0.02,,-3378.67,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STK APR 10 26 $280 (100 SHS) (Margin),-GOOGL260410P280,PUT (GOOGL) ALPHABET INC CAP STK APR 10 26 $280 (100 SHS),Margin,0,,USD,3.36,-1,0,0.65,0.02,,335.33,04/01/2026
03/31/2026,Individual,YOU SOLD CLOSING TRANSACTION PUT (BA) BOEING CO APR 10 26 $210 (100 SHS) (Margin),-BA260410P210,PUT (BA) BOEING CO APR 10 26 $210 (100 SHS),Margin,0,,USD,16.9,-1,0,0.65,0.02,,1689.33,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STK APR 10 26 $290 (100 SHS) (Margin),-GOOGL260410P290,PUT (GOOGL) ALPHABET INC CAP STK APR 10 26 $290 (100 SHS),Margin,0,,USD,7.33,1,0,0.65,0.02,,-733.67,04/01/2026
03/31/2026,Individual,YOU SOLD OPENING TRANSACTION PUT (MSFT) MICROSOFT CORP MAY 15 26 $365 (100 SHS) (Margin),-MSFT260515P365,PUT (MSFT) MICROSOFT CORP MAY 15 26 $365 (100 SHS),Margin,0,,USD,16.66,-1,0,0.65,0.02,,1665.33,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (META) META PLATFORMS INC MAY 15 26 $595 (100 SHS) (Margin),-META260515P595,PUT (META) META PLATFORMS INC MAY 15 26 $595 (100 SHS),Margin,0,,USD,47.1,-1,0,0.65,0.02,,4709.33,04/01/2026
03/31/2026,Individual,YOU BOUGHT OPENING TRANSACTION PUT (MSFT) MICROSOFT CORP MAY 15 26 $355 (100 SHS) (Margin),-MSFT260515P355,PUT (MSFT) MICROSOFT CORP MAY 15 26 $355 (100 SHS),Margin,0,,USD,12.75,1,0,0.65,0.02,,-1275.67,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (META) META PLATFORMS INC MAY 15 26 $585 (100 SHS) (Margin),-META260515P585,PUT (META) META PLATFORMS INC MAY 15 26 $585 (100 SHS),Margin,0,,USD,41.43,1,0,0.65,0.02,,-4143.67,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (AAPL) APPLE INC APR 02 26 $245 (100 SHS) (Margin),-AAPL260402P245,PUT (AAPL) APPLE INC APR 02 26 $245 (100 SHS),Margin,0,,USD,0.3,-1,0,0.65,0.02,,29.33,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (AAPL) APPLE INC APR 02 26 $255 (100 SHS) (Margin),-AAPL260402P255,PUT (AAPL) APPLE INC APR 02 26 $255 (100 SHS),Margin,0,,USD,3.15,1,0,0.65,0.02,,-315.67,04/01/2026
03/31/2026,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (MSFT) MICROSOFT CORP APR 17 26 $375 (100 SHS) (Margin),-MSFT260417P375,PUT (MSFT) MICROSOFT CORP APR 17 26 $375 (100 SHS),Margin,0,,USD,13.25,1,0,0.65,0.02,,-1325.67,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (META) META PLATFORMS INC APR 17 26 $595 (100 SHS) (Margin),-META260417P595,PUT (META) META PLATFORMS INC APR 17 26 $595 (100 SHS),Margin,0,,USD,33.35,-1,0,0.65,0.02,,3334.33,04/01/2026
03/31/2026,Individual,YOU SOLD CLOSING TRANSACTION PUT (MSFT) MICROSOFT CORP APR 17 26 $365 (100 SHS) (Margin),-MSFT260417P365,PUT (MSFT) MICROSOFT CORP APR 17 26 $365 (100 SHS),Margin,0,,USD,8.36,-1,0,0.65,0.02,,835.33,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (META) META PLATFORMS INC APR 17 26 $605 (100 SHS) (Margin),-META260417P605,PUT (META) META PLATFORMS INC APR 17 26 $605 (100 SHS),Margin,0,,USD,40.32,1,0,0.65,0.02,,-4032.67,04/01/2026
03/31/2026,Individual,YOU SOLD CLOSING TRANSACTION PUT (META) META PLATFORMS INC APR 17 26 $645 (100 SHS) (Margin),-META260417P645,PUT (META) META PLATFORMS INC APR 17 26 $645 (100 SHS),Margin,0,,USD,87.94,-1,0,0.65,0.02,,8793.33,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (AAPL) APPLE INC MAY 15 26 $255 (100 SHS) (Margin),-AAPL260515P255,PUT (AAPL) APPLE INC MAY 15 26 $255 (100 SHS),Margin,0,,USD,10.99,-1,0,0.65,0.02,,1098.33,04/01/2026
03/31/2026,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (META) META PLATFORMS INC APR 17 26 $655 (100 SHS) (Margin),-META260417P655,PUT (META) META PLATFORMS INC APR 17 26 $655 (100 SHS),Margin,0,,USD,97.79,1,0,0.65,0.02,,-9779.67,04/01/2026
03/31/2026,ROTH IRA,YOU BOUGHT OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $238 (100 SHS) (Margin),-IWM260515P238,PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $238 (100 SHS),Margin,0,,USD,6.38,1,0,0.65,0.02,,-638.67,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (AAPL) APPLE INC MAY 15 26 $245 (100 SHS) (Margin),-AAPL260515P245,PUT (AAPL) APPLE INC MAY 15 26 $245 (100 SHS),Margin,0,,USD,7.21,1,0,0.65,0.02,,-721.67,04/01/2026
03/31/2026,Individual,YOU SOLD OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $247 (100 SHS) (Margin),-IWM260515P247,PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $247 (100 SHS),Margin,0,,USD,11.6,-1,0,0.65,0.02,,1159.33,04/01/2026
03/31/2026,ROTH IRA,YOU BOUGHT CLOSING TRANSACTION PUT (SPXW) NEW S & P 500 INDEX APR 02 26 $6190 (100 SHS) (Margin),-SPXW260402P6190,PUT (SPXW) NEW S & P 500 INDEX APR 02 26 $6190 (100 SHS),Margin,0,,USD,2.02,1,0,0.65,0.02,,-202.67,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY MAY 15 26 $310 (100 SHS) (Margin),-MU260515P310,PUT (MU) MICRON TECHNOLOGY MAY 15 26 $310 (100 SHS),Margin,0,,USD,19.7,-1,0,0.65,0.02,,1969.33,04/01/2026
03/31/2026,Individual,YOU SOLD OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $248 (100 SHS) (Margin),-IWM260515P248,PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $248 (100 SHS),Margin,0,,USD,11.71,-1,0,0.65,0.02,,1170.33,04/01/2026
03/31/2026,ROTH IRA,YOU SOLD CLOSING TRANSACTION PUT (SPXW) NEW S & P 500 INDEX APR 02 26 $6180 (100 SHS) (Margin),-SPXW260402P6180,PUT (SPXW) NEW S & P 500 INDEX APR 02 26 $6180 (100 SHS),Margin,0,,USD,1.87,-1,0,0.65,0.02,,186.33,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY MAY 15 26 $300 (100 SHS) (Margin),-MU260515P300,PUT (MU) MICRON TECHNOLOGY MAY 15 26 $300 (100 SHS),Margin,0,,USD,16.52,1,0,0.65,0.02,,-1652.67,04/01/2026
03/31/2026,Individual,YOU SOLD CLOSING TRANSACTION PUT (META) META PLATFORMS INC APR 17 26 $570 (100 SHS) (Margin),-META260417P570,PUT (META) META PLATFORMS INC APR 17 26 $570 (100 SHS),Margin,0,,USD,23.35,-1,0,0.65,0.02,,2334.33,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $245 (100 SHS) (Margin),-IWM260515P245,PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $245 (100 SHS),Margin,0,,USD,8.97,-1,0,0.65,0.02,,896.33,04/01/2026
03/31/2026,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (META) META PLATFORMS INC APR 17 26 $580 (100 SHS) (Margin),-META260417P580,PUT (META) META PLATFORMS INC APR 17 26 $580 (100 SHS),Margin,0,,USD,29.41,1,0,0.65,0.02,,-2941.67,04/01/2026
03/31/2026,ROTH IRA,YOU SOLD CLOSING TRANSACTION PUT (MU) MICRON TECHNOLOGY APR 24 26 $330 (100 SHS) (Margin),-MU260424P330,PUT (MU) MICRON TECHNOLOGY APR 24 26 $330 (100 SHS),Margin,0,,USD,20.44,-1,0,0.65,0.02,,2043.33,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $235 (100 SHS) (Margin),-IWM260515P235,PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $235 (100 SHS),Margin,0,,USD,5.67,1,0,0.65,0.02,,-567.67,04/01/2026
03/31/2026,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (ORCL) ORACLE CORP APR 17 26 $150 (100 SHS) (Margin),-ORCL260417P150,PUT (ORCL) ORACLE CORP APR 17 26 $150 (100 SHS),Margin,0,,USD,8.56,1,0,0.65,0.02,,-856.67,04/01/2026
03/31/2026,ROTH IRA,YOU BOUGHT CLOSING TRANSACTION PUT (MU) MICRON TECHNOLOGY APR 24 26 $340 (100 SHS) (Margin),-MU260424P340,PUT (MU) MICRON TECHNOLOGY APR 24 26 $340 (100 SHS),Margin,0,,USD,25.57,1,0,0.65,0.02,,-2557.67,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000 APR 17 26 $245 (100 SHS) (Margin),-IWM260417P245,PUT (IWM) ISHARES RUSSELL 2000 APR 17 26 $245 (100 SHS),Margin,0,,USD,5.77,1,0,0.65,0.02,,-577.67,04/01/2026
03/31/2026,Individual,YOU SOLD CLOSING TRANSACTION PUT (ORCL) ORACLE CORP APR 17 26 $140 (100 SHS) (Margin),-ORCL260417P140,PUT (ORCL) ORACLE CORP APR 17 26 $140 (100 SHS),Margin,0,,USD,4,-1,0,0.65,0.02,,399.33,04/01/2026
03/31/2026,ROTH IRA,YOU SOLD OPENING TRANSACTION CALL (EWY) ISHARES MSCI SOUTH MAY 15 26 $135 (100 SHS) (Cash),-EWY260515C135,CALL (EWY) ISHARES MSCI SOUTH MAY 15 26 $135 (100 SHS),Cash,0,,USD,4.98,-1,0,0.65,0.02,,497.33,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000 APR 17 26 $235 (100 SHS) (Margin),-IWM260417P235,PUT (IWM) ISHARES RUSSELL 2000 APR 17 26 $235 (100 SHS),Margin,0,,USD,2.86,-1,0,0.65,0.02,,285.33,04/01/2026
03/31/2026,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR APR 17 26 $140 (100 SHS) (Margin),-PLTR260417P140,PUT (PLTR) PALANTIR APR 17 26 $140 (100 SHS),Margin,0,,USD,4.01,1,0,0.65,0.02,,-401.67,04/01/2026
03/31/2026,ROTH IRA,YOU BOUGHT CLOSING TRANSACTION PUT (TSLA) TESLA INC COM APR 10 26 $385 (100 SHS) (Margin),-TSLA260410P385,PUT (TSLA) TESLA INC COM APR 10 26 $385 (100 SHS),Margin,0,,USD,16.99,1,0,0.65,0.02,,-1699.67,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (META) META PLATFORMS INC APR 17 26 $590 (100 SHS) (Margin),-META260417P590,PUT (META) META PLATFORMS INC APR 17 26 $590 (100 SHS),Margin,0,,USD,29.41,-1,0,0.65,0.02,,2940.33,04/01/2026
03/31/2026,Individual,YOU SOLD CLOSING TRANSACTION PUT (PLTR) PALANTIR APR 17 26 $125 (100 SHS) (Margin),-PLTR260417P125,PUT (PLTR) PALANTIR APR 17 26 $125 (100 SHS),Margin,0,,USD,1.16,-1,0,0.65,0.02,,115.33,04/01/2026
03/31/2026,ROTH IRA,YOU SOLD CLOSING TRANSACTION PUT (TSLA) TESLA INC COM APR 10 26 $375 (100 SHS) (Margin),-TSLA260410P375,PUT (TSLA) TESLA INC COM APR 10 26 $375 (100 SHS),Margin,0,,USD,11.24,-1,0,0.65,0.02,,1123.33,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (META) META PLATFORMS INC APR 17 26 $600 (100 SHS) (Margin),-META260417P600,PUT (META) META PLATFORMS INC APR 17 26 $600 (100 SHS),Margin,0,,USD,36.33,1,0,0.65,0.02,,-3633.67,04/01/2026
03/31/2026,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (IONQ) IONQ INC COM APR 17 26 $38 (100 SHS) (Margin),-IONQ260417P38,PUT (IONQ) IONQ INC COM APR 17 26 $38 (100 SHS),Margin,0,,USD,10.73,1,0,0.65,0.02,,-1073.67,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR APR 17 26 $150 (100 SHS) (Margin),-PLTR260417P150,PUT (PLTR) PALANTIR APR 17 26 $150 (100 SHS),Margin,0,,USD,8.26,1,0,0.65,0.02,,-826.67,04/01/2026
03/31/2026,Individual,YOU SOLD CLOSING TRANSACTION PUT (IONQ) IONQ INC COM APR 17 26 $30 (100 SHS) (Margin),-IONQ260417P30,PUT (IONQ) IONQ INC COM APR 17 26 $30 (100 SHS),Margin,0,,USD,3.72,-1,0,0.65,0.02,,371.33,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (PLTR) PALANTIR APR 17 26 $135 (100 SHS) (Margin),-PLTR260417P135,PUT (PLTR) PALANTIR APR 17 26 $135 (100 SHS),Margin,0,,USD,2.58,-1,0,0.65,0.02,,257.33,04/01/2026
03/31/2026,Individual,YOU BOUGHT OPENING TRANSACTION PUT (ORCL) ORACLE CORP MAY 15 26 $140 (100 SHS) (Margin),-ORCL260515P140,PUT (ORCL) ORACLE CORP MAY 15 26 $140 (100 SHS),Margin,0,,USD,7.77,1,0,0.65,0.02,,-777.67,04/01/2026
03/31/2026,ROTH IRA,YOU BOUGHT CLOSING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000 APR 17 26 $249 (100 SHS) (Margin),-IWM260417P249,PUT (IWM) ISHARES RUSSELL 2000 APR 17 26 $249 (100 SHS),Margin,0,,USD,7.34,1,0,0.65,0.02,,-734.67,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (CRWD) CROWDSTRIKE HLDGS APR 17 26 $400 (100 SHS) (Margin),-CRWD260417P400,PUT (CRWD) CROWDSTRIKE HLDGS APR 17 26 $400 (100 SHS),Margin,0,,USD,20.32,1,0,0.65,0.02,,-2032.67,04/01/2026
03/31/2026,Individual,YOU SOLD OPENING TRANSACTION PUT (ORCL) ORACLE CORP MAY 15 26 $150 (100 SHS) (Margin),-ORCL260515P150,PUT (ORCL) ORACLE CORP MAY 15 26 $150 (100 SHS),Margin,0,,USD,12.45,-1,0,0.65,0.02,,1244.33,04/01/2026
03/31/2026,ROTH IRA,YOU SOLD OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $248 (100 SHS) (Margin),-IWM260515P248,PUT (IWM) ISHARES RUSSELL 2000 MAY 15 26 $248 (100 SHS),Margin,0,,USD,10,-1,0,0.65,0.02,,999.33,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (CRWD) CROWDSTRIKE HLDGS APR 17 26 $390 (100 SHS) (Margin),-CRWD260417P390,PUT (CRWD) CROWDSTRIKE HLDGS APR 17 26 $390 (100 SHS),Margin,0,,USD,14.95,-1,0,0.65,0.02,,1494.33,04/01/2026
03/31/2026,ROTH IRA,YOU SOLD OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY MAY 15 26 $340 (100 SHS) (Margin),-MU260515P340,PUT (MU) MICRON TECHNOLOGY MAY 15 26 $340 (100 SHS),Margin,0,,USD,33.74,-1,0,0.65,0.02,,3373.33,04/01/2026
03/31/2026,ROTH IRA,YOU BOUGHT OPENING TRANSACTION PUT (MU) MICRON TECHNOLOGY MAY 15 26 $330 (100 SHS) (Margin),-MU260515P330,PUT (MU) MICRON TECHNOLOGY MAY 15 26 $330 (100 SHS),Margin,0,,USD,28.71,1,0,0.65,0.02,,-2871.67,04/01/2026
03/31/2026,Individual,YOU BOUGHT OPENING TRANSACTION PUT (PLTR) PALANTIR MAY 15 26 $130 (100 SHS) (Margin),-PLTR260515P130,PUT (PLTR) PALANTIR MAY 15 26 $130 (100 SHS),Margin,0,,USD,5.83,1,0,0.65,0.02,,-583.67,04/01/2026
03/31/2026,ROTH IRA,YOU SOLD CLOSING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000 APR 17 26 $240 (100 SHS) (Margin),-IWM260417P240,PUT (IWM) ISHARES RUSSELL 2000 APR 17 26 $240 (100 SHS),Margin,0,,USD,3.98,-1,0,0.65,0.02,,397.33,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (CRWD) CROWDSTRIKE HLDGS MAY 15 26 $390 (100 SHS) (Margin),-CRWD260515P390,PUT (CRWD) CROWDSTRIKE HLDGS MAY 15 26 $390 (100 SHS),Margin,0,,USD,23.91,1,0,0.65,0.02,,-2391.67,04/01/2026
03/31/2026,Individual,YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR MAY 15 26 $140 (100 SHS) (Margin),-PLTR260515P140,PUT (PLTR) PALANTIR MAY 15 26 $140 (100 SHS),Margin,0,,USD,9.36,-1,0,0.65,0.02,,935.33,04/01/2026
03/31/2026,ROTH IRA,YOU SOLD CLOSING TRANSACTION PUT (AAPL) APPLE INC APR 17 26 $240 (100 SHS) (Margin),-AAPL260417P240,PUT (AAPL) APPLE INC APR 17 26 $240 (100 SHS),Margin,0,,USD,1.99,-1,0,0.65,0.02,,198.33,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (CRWD) CROWDSTRIKE HLDGS MAY 15 26 $400 (100 SHS) (Margin),-CRWD260515P400,PUT (CRWD) CROWDSTRIKE HLDGS MAY 15 26 $400 (100 SHS),Margin,0,,USD,29.11,-1,0,0.65,0.02,,2910.33,04/01/2026
03/31/2026,Individual,YOU SOLD OPENING TRANSACTION PUT (META) META PLATFORMS INC MAY 15 26 $570 (100 SHS) (Margin),-META260515P570,PUT (META) META PLATFORMS INC MAY 15 26 $570 (100 SHS),Margin,0,,USD,38.95,-1,0,0.65,0.02,,3894.33,04/01/2026
03/31/2026,ROTH IRA,YOU BOUGHT CLOSING TRANSACTION PUT (AAPL) APPLE INC APR 17 26 $250 (100 SHS) (Margin),-AAPL260417P250,PUT (AAPL) APPLE INC APR 17 26 $250 (100 SHS),Margin,0,,USD,4.33,1,0,0.65,0.02,,-433.67,04/01/2026
03/31/2026,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (PLTR) PALANTIR MAY 15 26 $130 (100 SHS) (Margin),-PLTR260515P130,PUT (PLTR) PALANTIR MAY 15 26 $130 (100 SHS),Margin,0,,USD,5.76,1,0,0.65,0.02,,-576.67,04/01/2026
03/31/2026,Individual,YOU BOUGHT OPENING TRANSACTION PUT (META) META PLATFORMS INC MAY 15 26 $560 (100 SHS) (Margin),-META260515P560,PUT (META) META PLATFORMS INC MAY 15 26 $560 (100 SHS),Margin,0,,USD,33.84,1,0,0.65,0.02,,-3384.67,04/01/2026
03/31/2026,ROTH IRA,YOU BOUGHT OPENING TRANSACTION PUT (TSLA) TESLA INC COM MAY 15 26 $370 (100 SHS) (Margin),-TSLA260515P370,PUT (TSLA) TESLA INC COM MAY 15 26 $370 (100 SHS),Margin,0,,USD,21.89,1,0,0.65,0.02,,-2189.67,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR MAY 15 26 $145 (100 SHS) (Margin),-PLTR260515P145,PUT (PLTR) PALANTIR MAY 15 26 $145 (100 SHS),Margin,0,,USD,11.37,-1,0,0.65,0.02,,1136.33,04/01/2026
03/31/2026,Individual,YOU SOLD OPENING TRANSACTION CALL (GOOGL) ALPHABET INC CAP STK MAY 15 26 $310 (100 SHS) (Margin),-GOOGL260515C310,CALL (GOOGL) ALPHABET INC CAP STK MAY 15 26 $310 (100 SHS),Margin,0,,USD,6.14,-1,0,0.65,0.02,,613.33,04/01/2026
03/31/2026,ROTH IRA,YOU SOLD OPENING TRANSACTION PUT (TSLA) TESLA INC COM MAY 15 26 $380 (100 SHS) (Margin),-TSLA260515P380,PUT (TSLA) TESLA INC COM MAY 15 26 $380 (100 SHS),Margin,0,,USD,26.71,-1,0,0.65,0.02,,2670.33,04/01/2026
03/31/2026,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (META) META PLATFORMS INC MAY 15 26 $600 (100 SHS) (Margin),-META260515P600,PUT (META) META PLATFORMS INC MAY 15 26 $600 (100 SHS),Margin,0,,USD,50.53,-1,0,0.65,0.02,,5052.33,04/01/2026
03/31/2026,ROTH IRA,YOU SOLD OPENING TRANSACTION PUT (AAPL) APPLE INC MAY 15 26 $250 (100 SHS) (Margin),-AAPL260515P250,PUT (AAPL) APPLE INC MAY 15 26 $250 (100 SHS),Margin,0,,USD,8.82,-1,0,0.65,0.02,,881.33,04/01/2026
