,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Run Date,Account,Action,Symbol,Description,Type,Exchange Quantity,Exchange Currency,Currency,Price,Quantity,Exchange Rate,Commission,Fees,Accrued Interest,Amount,Settlement Date
12/31/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (NFLX) NETFLIX INC JAN 16 26 $92 (100 SHS) (Margin),-NFLX260116P92,PUT (NFLX) NETFLIX INC JAN 16 26 $92 (100 SHS),Margin,0,,USD,1.12,-1,0,0.65,0.01,,111.34,01/02/2026
12/31/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (NFLX) NETFLIX INC JAN 16 26 $85 (100 SHS) (Margin),-NFLX260116P85,PUT (NFLX) NETFLIX INC JAN 16 26 $85 (100 SHS),Margin,0,,USD,0.15,-1,0,0.65,0.01,,14.34,01/02/2026
12/31/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (COST) COSTCO WHOLESALE JAN 16 26 $830 (100 SHS) (Margin),-COST260116P830,PUT (COST) COSTCO WHOLESALE JAN 16 26 $830 (100 SHS),Margin,0,,USD,2.49,-1,0,0.65,0.01,,248.34,01/02/2026
12/31/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (COST) COSTCO WHOLESALE JAN 16 26 $850 (100 SHS) (Margin),-COST260116P850,PUT (COST) COSTCO WHOLESALE JAN 16 26 $850 (100 SHS),Margin,0,,USD,6.34,1,0,0.65,0.01,,-634.66,01/02/2026
12/31/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (OKLO) OKLO INC COM CL A JAN 16 26 $65 (100 SHS) (Margin),-OKLO260116P65,PUT (OKLO) OKLO INC COM CL A JAN 16 26 $65 (100 SHS),Margin,0,,USD,2.15,1,0,0.65,0.01,,-215.66,01/02/2026
12/31/2025,ROTH IRA,YOU SOLD CLOSING TRANSACTION PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $845 (100 SHS) (Margin),-GS260109P845,PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $845 (100 SHS),Margin,0,,USD,2.35,-1,0,0.65,0.01,,234.34,01/02/2026
12/31/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (OKLO) OKLO INC COM CL A JAN 16 26 $55 (100 SHS) (Margin),-OKLO260116P55,PUT (OKLO) OKLO INC COM CL A JAN 16 26 $55 (100 SHS),Margin,0,,USD,0.54,-1,0,0.65,0.01,,53.34,01/02/2026
12/31/2025,ROTH IRA,YOU BOUGHT CLOSING TRANSACTION PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $855 (100 SHS) (Margin),-GS260109P855,PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $855 (100 SHS),Margin,0,,USD,3.87,1,0,0.65,0.01,,-387.66,01/02/2026
12/31/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (IREN) IRIS ENERGY LTD COM JAN 16 26 $25 (100 SHS) (Margin),-IREN260116P25,PUT (IREN) IRIS ENERGY LTD COM JAN 16 26 $25 (100 SHS),Margin,0,,USD,0.19,1,0,,0.01,,-19.01,01/02/2026
12/31/2025,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $270 (100 SHS) (Margin),-GOOGL260116P270,PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $270 (100 SHS),Margin,0,,USD,0.23,-1,0,0.65,0.01,,22.34,01/02/2026
12/31/2025,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $280 (100 SHS) (Margin),-GOOGL260116P280,PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $280 (100 SHS),Margin,0,,USD,0.41,1,0,,0.01,,-41.01,01/02/2026
12/31/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (IREN) IRIS ENERGY LTD COM JAN 16 26 $20 (100 SHS) (Margin),-IREN260116P20,PUT (IREN) IRIS ENERGY LTD COM JAN 16 26 $20 (100 SHS),Margin,0,,USD,0.12,-1,0,0.6,0.01,,11.39,01/02/2026
12/31/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (ORCL) ORACLE CORP JAN 16 26 $155 (100 SHS) (Margin),-ORCL260116P155,PUT (ORCL) ORACLE CORP JAN 16 26 $155 (100 SHS),Margin,0,,USD,0.21,-1,0,0.65,0.01,,20.34,01/02/2026
12/31/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (ORCL) ORACLE CORP JAN 16 26 $165 (100 SHS) (Margin),-ORCL260116P165,PUT (ORCL) ORACLE CORP JAN 16 26 $165 (100 SHS),Margin,0,,USD,0.38,1,0,,0.01,,-38.01,01/02/2026
12/30/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000JAN 23 26 $229 (100 SHS) (Margin),-IWM260123P229,PUT (IWM) ISHARES RUSSELL 2000JAN 23 26 $229 (100 SHS),Margin,0,,USD,0.33,1,0,0.65,0.01,,-33.66,12/31/2025
12/30/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000JAN 23 26 $237 (100 SHS) (Margin),-IWM260123P237,PUT (IWM) ISHARES RUSSELL 2000JAN 23 26 $237 (100 SHS),Margin,0,,USD,0.96,-1,0,0.65,0.01,,95.34,12/31/2025
12/30/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (AMD) ADVANCED MICRO JAN 23 26 $180 (100 SHS) (Margin),-AMD260123P180,PUT (AMD) ADVANCED MICRO JAN 23 26 $180 (100 SHS),Margin,0,,USD,0.78,1,0,0.65,0.01,,-78.66,12/31/2025
12/30/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (AMD) ADVANCED MICRO JAN 23 26 $190 (100 SHS) (Margin),-AMD260123P190,PUT (AMD) ADVANCED MICRO JAN 23 26 $190 (100 SHS),Margin,0,,USD,1.67,-1,0,0.65,0.01,,166.34,12/31/2025
12/30/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (ORCL) ORACLE CORP JAN 09 26 $160 (100 SHS) (Margin),-ORCL260109P160,PUT (ORCL) ORACLE CORP JAN 09 26 $160 (100 SHS),Margin,0,,USD,0.11,-1,0,0.55,0.01,,10.44,12/31/2025
12/30/2025,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (AMD) ADVANCED MICRO JAN 30 26 $185 (100 SHS) (Margin),-AMD260130P185,PUT (AMD) ADVANCED MICRO JAN 30 26 $185 (100 SHS),Margin,0,,USD,1.84,-1,0,0.65,0.01,,183.34,12/31/2025
12/30/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (ORCL) ORACLE CORP JAN 09 26 $170 (100 SHS) (Margin),-ORCL260109P170,PUT (ORCL) ORACLE CORP JAN 09 26 $170 (100 SHS),Margin,0,,USD,0.21,1,0,,0.01,,-21.01,12/31/2025
12/30/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (AMD) ADVANCED MICRO JAN 30 26 $175 (100 SHS) (Margin),-AMD260130P175,PUT (AMD) ADVANCED MICRO JAN 30 26 $175 (100 SHS),Margin,0,,USD,0.92,1,0,0.65,0.01,,-92.66,12/31/2025
12/30/2025,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (TSLA) TESLA INC COM JAN 23 26 $395 (100 SHS) (Margin),-TSLA260123P395,PUT (TSLA) TESLA INC COM JAN 23 26 $395 (100 SHS),Margin,0,,USD,2.55,-1,0,0.65,0.01,,254.34,12/31/2025
12/30/2025,ROTH IRA,YOU BOUGHT OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000JAN 23 26 $230 (100 SHS) (Margin),-IWM260123P230,PUT (IWM) ISHARES RUSSELL 2000JAN 23 26 $230 (100 SHS),Margin,0,,USD,0.39,1,0,0.65,0.01,,-39.66,12/31/2025
12/30/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (TSLA) TESLA INC COM JAN 23 26 $385 (100 SHS) (Margin),-TSLA260123P385,PUT (TSLA) TESLA INC COM JAN 23 26 $385 (100 SHS),Margin,0,,USD,1.81,1,0,0.65,0.01,,-181.66,12/31/2025
12/30/2025,ROTH IRA,YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JAN 23 26 $165 (100 SHS) (Margin),-NVDA260123P165,PUT (NVDA) NVIDIA CORPORATION JAN 23 26 $165 (100 SHS),Margin,0,,USD,0.74,-1,0,0.65,0.01,,73.34,12/31/2025
12/30/2025,ROTH IRA,YOU BOUGHT OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JAN 23 26 $155 (100 SHS) (Margin),-NVDA260123P155,PUT (NVDA) NVIDIA CORPORATION JAN 23 26 $155 (100 SHS),Margin,0,,USD,0.32,1,0,0.65,0.01,,-32.66,12/31/2025
12/30/2025,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR JAN 23 26 $165 (100 SHS) (Margin),-PLTR260123P165,PUT (PLTR) PALANTIR JAN 23 26 $165 (100 SHS),Margin,0,,USD,1.93,-1,0,0.65,0.01,,192.34,12/31/2025
12/30/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JAN 16 26 $162 (100 SHS) (Margin),-NVDA260116P162,PUT (NVDA) NVIDIA CORPORATION JAN 16 26 $162 (100 SHS),Margin,0,,USD,0.37,1,0,,0.01,,-37.01,12/31/2025
12/30/2025,ROTH IRA,YOU SOLD OPENING TRANSACTION PUT (IWM) ISHARES RUSSELL 2000JAN 23 26 $237.5 (100 SHS) (Margin),-IWM260123P237.5,PUT (IWM) ISHARES RUSSELL 2000JAN 23 26 $237.5 (100 SHS),Margin,0,,USD,1.04,-1,0,0.65,0.01,,103.34,12/31/2025
12/30/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (PLTR) PALANTIR JAN 23 26 $155 (100 SHS) (Margin),-PLTR260123P155,PUT (PLTR) PALANTIR JAN 23 26 $155 (100 SHS),Margin,0,,USD,0.87,1,0,0.65,0.01,,-87.66,12/31/2025
12/30/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JAN 16 26 $152 (100 SHS) (Margin),-NVDA260116P152,PUT (NVDA) NVIDIA CORPORATION JAN 16 26 $152 (100 SHS),Margin,0,,USD,0.19,-1,0,0.65,0.01,,18.34,12/31/2025
12/30/2025,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (META) META PLATFORMS INC JAN 16 26 $555 (100 SHS) (Margin),-META260116P555,PUT (META) META PLATFORMS INC JAN 16 26 $555 (100 SHS),Margin,0,,USD,0.19,-1,0,0.65,0.01,,18.34,12/31/2025
12/30/2025,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (META) META PLATFORMS INC JAN 16 26 $565 (100 SHS) (Margin),-META260116P565,PUT (META) META PLATFORMS INC JAN 16 26 $565 (100 SHS),Margin,0,,USD,0.24,1,0,,0.01,,-24.01,12/31/2025
12/30/2025,ROTH IRA,YOU BOUGHT CLOSING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $275 (100 SHS) (Margin),-GOOGL260116P275,PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $275 (100 SHS),Margin,0,,USD,0.26,1,0,,0.01,,-26.01,12/31/2025
12/30/2025,ROTH IRA,YOU SOLD CLOSING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $265 (100 SHS) (Margin),-GOOGL260116P265,PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $265 (100 SHS),Margin,0,,USD,0.15,-1,0,0.65,0.01,,14.34,12/31/2025
12/30/2025,Health Savings Account,"YOU SOLD OPENING TRANSACTION PUT (MARA) MARA HOLDINGS, INC. JAN 30 26 $8.5 (100 SHS) (Cash)",-MARA260130P8.5,"PUT (MARA) MARA HOLDINGS, INC. JAN 30 26 $8.5 (100 SHS)",Cash,0,,USD,0.48,-1,0,0.65,0.01,,47.34,12/31/2025
12/29/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $845 (100 SHS) (Margin),-GS260109P845,PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $845 (100 SHS),Margin,0,,USD,1.59,1,0,0.65,0.01,,-159.66,12/30/2025
12/29/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $855 (100 SHS) (Margin),-GS260109P855,PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $855 (100 SHS),Margin,0,,USD,2.54,-1,0,0.65,0.01,,253.34,12/30/2025
12/29/2025,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JAN 30 26 $165 (100 SHS) (Margin),-NVDA260130P165,PUT (NVDA) NVIDIA CORPORATION JAN 30 26 $165 (100 SHS),Margin,0,,USD,1.8,-1,0,0.65,0.01,,179.34,12/30/2025
12/29/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (STX) SEAGATE TECHNOLOGY JAN 16 26 $200 (100 SHS) (Margin),-STX260116P200,PUT (STX) SEAGATE TECHNOLOGY JAN 16 26 $200 (100 SHS),Margin,0,,USD,0.27,1,0,,0.01,,-27.01,12/30/2025
12/29/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JAN 30 26 $155 (100 SHS) (Margin),-NVDA260130P155,PUT (NVDA) NVIDIA CORPORATION JAN 30 26 $155 (100 SHS),Margin,0,,USD,0.84,1,0,0.65,0.01,,-84.66,12/30/2025
12/29/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (STX) SEAGATE TECHNOLOGY JAN 16 26 $190 (100 SHS) (Margin),-STX260116P190,PUT (STX) SEAGATE TECHNOLOGY JAN 16 26 $190 (100 SHS),Margin,0,,USD,0.22,-1,0,0.65,0.01,,21.34,12/30/2025
12/29/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (TSLA) TESLA INC COM JAN 23 26 $395 (100 SHS) (Margin),-TSLA260123P395,PUT (TSLA) TESLA INC COM JAN 23 26 $395 (100 SHS),Margin,0,,USD,2.36,1,0,0.65,0.01,,-236.66,12/30/2025
12/29/2025,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (TSLA) TESLA INC COM JAN 23 26 $405 (100 SHS) (Margin),-TSLA260123P405,PUT (TSLA) TESLA INC COM JAN 23 26 $405 (100 SHS),Margin,0,,USD,3.25,-1,0,0.65,0.01,,324.34,12/30/2025
12/29/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (SOFI) SOFI TECHNOLOGIES JAN 16 26 $22 (100 SHS) (Margin),-SOFI260116P22,PUT (SOFI) SOFI TECHNOLOGIES JAN 16 26 $22 (100 SHS),Margin,0,,USD,0.1,1,0,,0.01,,-10.01,12/30/2025
12/29/2025,Rollover IRA,YOU BOUGHT CLOSING TRANSACTION PUT (STX) SEAGATE TECHNOLOGY JAN 16 26 $200 (100 SHS) (Margin),-STX260116P200,PUT (STX) SEAGATE TECHNOLOGY JAN 16 26 $200 (100 SHS),Margin,0,,USD,0.27,1,0,,0.01,,-27.01,12/30/2025
12/29/2025,Rollover IRA,YOU SOLD CLOSING TRANSACTION PUT (STX) SEAGATE TECHNOLOGY JAN 16 26 $190 (100 SHS) (Margin),-STX260116P190,PUT (STX) SEAGATE TECHNOLOGY JAN 16 26 $190 (100 SHS),Margin,0,,USD,0.22,-1,0,0.65,0.01,,21.34,12/30/2025
12/29/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (TSLA) TESLA INC COM JAN 16 26 $410 (100 SHS) (Margin),-TSLA260116P410,PUT (TSLA) TESLA INC COM JAN 16 26 $410 (100 SHS),Margin,0,,USD,2.63,1,0,0.65,0.01,,-263.66,12/30/2025
12/29/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (TSLA) TESLA INC COM JAN 16 26 $420 (100 SHS) (Margin),-TSLA260116P420,PUT (TSLA) TESLA INC COM JAN 16 26 $420 (100 SHS),Margin,0,,USD,3.75,-1,0,0.65,0.01,,374.34,12/30/2025
12/29/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (SOFI) SOFI TECHNOLOGIES JAN 16 26 $17 (100 SHS) (Margin),-SOFI260116P17,PUT (SOFI) SOFI TECHNOLOGIES JAN 16 26 $17 (100 SHS),Margin,0,,USD,0.03,-1,0,0.15,0.01,,2.84,12/30/2025
12/29/2025,ROTH IRA,YOU BOUGHT OPENING TRANSACTION PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $845 (100 SHS) (Margin),-GS260109P845,PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $845 (100 SHS),Margin,0,,USD,1.59,1,0,0.65,0.01,,-159.66,12/30/2025
12/29/2025,ROTH IRA,YOU SOLD OPENING TRANSACTION PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $855 (100 SHS) (Margin),-GS260109P855,PUT (GS) GOLDMAN SACHS GROUP JAN 09 26 $855 (100 SHS),Margin,0,,USD,2.54,-1,0,0.65,0.01,,253.34,12/30/2025
12/26/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (OKLO) OKLO INC COM CL A JAN 30 26 $70 (100 SHS) (Margin),-OKLO260130P70,PUT (OKLO) OKLO INC COM CL A JAN 30 26 $70 (100 SHS),Margin,0,,USD,4.89,-1,0,0.65,0.01,,488.34,12/29/2025
12/26/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (OKLO) OKLO INC COM CL A JAN 30 26 $60 (100 SHS) (Margin),-OKLO260130P60,PUT (OKLO) OKLO INC COM CL A JAN 30 26 $60 (100 SHS),Margin,0,,USD,2,1,0,0.65,0.01,,-200.66,12/29/2025
12/26/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (TSLA) TESLA INC COM JAN 23 26 $410 (100 SHS) (Margin),-TSLA260123P410,PUT (TSLA) TESLA INC COM JAN 23 26 $410 (100 SHS),Margin,0,,USD,2.89,1,0,0.65,0.01,,-289.66,12/29/2025
12/26/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (TSLA) TESLA INC COM JAN 23 26 $420 (100 SHS) (Margin),-TSLA260123P420,PUT (TSLA) TESLA INC COM JAN 23 26 $420 (100 SHS),Margin,0,,USD,3.92,-1,0,0.65,0.01,,391.34,12/29/2025
12/26/2025,Individual,YOU SOLD OPENING TRANSACTION PUT (TSLA) TESLA INC COM JAN 23 26 $425 (100 SHS) (Margin),-TSLA260123P425,PUT (TSLA) TESLA INC COM JAN 23 26 $425 (100 SHS),Margin,0,,USD,4.63,-1,0,0.65,0.01,,462.34,12/29/2025
12/26/2025,Individual,YOU BOUGHT OPENING TRANSACTION PUT (TSLA) TESLA INC COM JAN 23 26 $415 (100 SHS) (Margin),-TSLA260123P415,PUT (TSLA) TESLA INC COM JAN 23 26 $415 (100 SHS),Margin,0,,USD,3.38,1,0,0.65,0.01,,-338.66,12/29/2025
12/26/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JAN 09 26 $155 (100 SHS) (Margin),-NVDA260109P155,PUT (NVDA) NVIDIA CORPORATION JAN 09 26 $155 (100 SHS),Margin,0,,USD,0.13,-1,0,0.65,0.01,,12.34,12/29/2025
12/26/2025,Individual,YOU SOLD CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JAN 09 26 $150 (100 SHS) (Margin),-NVDA260109P150,PUT (NVDA) NVIDIA CORPORATION JAN 09 26 $150 (100 SHS),Margin,0,,USD,0.1,-2,0,1,0.03,,18.97,12/29/2025
12/26/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JAN 09 26 $165 (100 SHS) (Margin),-NVDA260109P165,PUT (NVDA) NVIDIA CORPORATION JAN 09 26 $165 (100 SHS),Margin,0,,USD,0.22,1,0,,0.01,,-22.01,12/29/2025
12/26/2025,Rollover IRA,YOU SOLD OPENING TRANSACTION PUT (TSLA) TESLA INC COM JAN 23 26 $425 (100 SHS) (Margin),-TSLA260123P425,PUT (TSLA) TESLA INC COM JAN 23 26 $425 (100 SHS),Margin,0,,USD,4.64,-1,0,0.65,0.01,,463.34,12/29/2025
12/26/2025,Individual,YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JAN 09 26 $160 (100 SHS) (Margin),-NVDA260109P160,PUT (NVDA) NVIDIA CORPORATION JAN 09 26 $160 (100 SHS),Margin,0,,USD,0.17,2,0,,0.03,,-34.03,12/29/2025
12/26/2025,Rollover IRA,YOU BOUGHT OPENING TRANSACTION PUT (TSLA) TESLA INC COM JAN 23 26 $415 (100 SHS) (Margin),-TSLA260123P415,PUT (TSLA) TESLA INC COM JAN 23 26 $415 (100 SHS),Margin,0,,USD,3.42,1,0,0.65,0.01,,-342.66,12/29/2025
